text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @F1: (Turn on Ì†ΩÌ¥ä)

On a scale of 1-10, how pleased does Sebastian Vettel sound?

About a million Ì†ΩÌ∏É

He clinches pole at the #RussianGP ‚¨áÔ∏è‚Ä¶",FALSE,0,NA,2017-04-29T18:52:48Z,FALSE,NA,858393646961483776,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MarcoMarsem,1878,TRUE,FALSE,NA,NA
"RT @F1: BREAKING: Sebastian Vettel takes pole at the #RussianGP

First @ScuderiaFerrari front row lock-out since Ì†ºÌ∑´Ì†ºÌ∑∑ 2008 https://t.co/Yc298‚Ä¶",FALSE,0,NA,2017-04-29T18:52:46Z,FALSE,NA,858393641043324928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",thabisosoprano,3091,TRUE,FALSE,NA,NA
RT @ScuderiaFerrari: #FP2 is GO #RussianGP #ForzaFerrari https://t.co/GL56W0fJJD,FALSE,0,NA,2017-04-29T18:52:41Z,FALSE,NA,858393616464715778,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",na13il,166,TRUE,FALSE,NA,NA
"RT @F1: WATCH: Onboard with Sebastian Vettel as he takes pole at the #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫

47th pole of his career and his first since 2015 https:‚Ä¶",FALSE,0,NA,2017-04-29T18:52:22Z,FALSE,NA,858393537595023360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RWRDCo,1147,TRUE,FALSE,NA,NA
"RT @F1: WATCH: Onboard with Sebastian Vettel as he takes pole at the #RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫

47th pole of his career and his first since 2015 https:‚Ä¶",FALSE,0,NA,2017-04-29T18:52:09Z,FALSE,NA,858393485002522624,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",trmalhotra,1147,TRUE,FALSE,NA,NA
RT @Gianludale27: Ì†ºÌ∑∑Ì†ºÌ∑∫ #RussianGP | Ferrari broke curfew last night. This is the first of the two exceptions permitted. No penalty https://t.‚Ä¶,FALSE,0,NA,2017-04-29T18:52:05Z,FALSE,NA,858393466333786112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Vesuvius85,25,TRUE,FALSE,NA,NA
"RT @PaulFer58985277: Vettel: ""We're full of joy, very happy - and we'll try to take the momentum into the race""

#F1 #RussianGP",FALSE,0,NA,2017-04-29T18:51:54Z,FALSE,NA,858393422859612160,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,1,TRUE,FALSE,NA,NA
"Vettel: ""We're full of joy, very happy - and we'll try to take the momentum into the race""

#F1 #RussianGP",FALSE,0,NA,2017-04-29T18:51:54Z,FALSE,NA,858393420976533505,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",PaulFer58985277,1,FALSE,FALSE,NA,NA
"RT @PWehrlein: Difficult weekend - struggling with grip and pace, will try the best tomorrow and push hard Ì†ºÌøéÌ†ΩÌ≤®
#RussianGP https://t.co/oAqWR‚Ä¶",FALSE,0,NA,2017-04-29T18:51:51Z,FALSE,NA,858393409773379584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nxmtorious,36,TRUE,FALSE,NA,NA
"How about Alonso to Renault, replacing Palmer. Such a waste performance from a good reability car on the grid. #RussianGP",FALSE,0,NA,2017-04-29T18:51:45Z,FALSE,NA,858393385282920448,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",alkinskyadika,0,FALSE,FALSE,NA,NA
"RT @iceman7news: Kimi &amp; Seb after the qualifying

#Kimi7 #Seb5 #RussianGP https://t.co/8yXR3qqw8W",FALSE,0,NA,2017-04-29T18:51:42Z,FALSE,NA,858393371072745472,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kvtut,38,TRUE,FALSE,NA,NA
"RT @F1: Sebastian Vettel: ""This is not the easiest track to pass‚Ä¶ but hopefully we don‚Äôt have to"" #F1 #RussianGP https://t.co/KiTNbD16GG",FALSE,0,NA,2017-04-29T18:51:38Z,FALSE,NA,858393353959989248,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sooziemb,263,TRUE,FALSE,NA,NA
"RT @PWehrlein: Difficult weekend - struggling with grip and pace, will try the best tomorrow and push hard Ì†ºÌøéÌ†ΩÌ≤®
#RussianGP https://t.co/oAqWR‚Ä¶",FALSE,0,NA,2017-04-29T18:51:29Z,FALSE,NA,858393314479026183,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",iharshitthaker,36,TRUE,FALSE,NA,NA
"RT @ValtteriBottas: #W08 #VB77 #RussianGP @MercedesAMGF1 

Ì†ΩÌ≥∏ Steve Etherington https://t.co/Lk2ctLjhRk",FALSE,0,NA,2017-04-29T18:51:27Z,FALSE,NA,858393307864551425,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HunGIRI4more,78,TRUE,FALSE,NA,NA
"RT @WilliamsRacing: We qualify with @MassaFelipe19 P6, splitting the Red Bulls, and Lance Stroll P12 @SochiAutodrom #RussianGP #WeAreRacing‚Ä¶",FALSE,0,NA,2017-04-29T18:51:23Z,FALSE,NA,858393290563100673,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",annief1,81,TRUE,FALSE,NA,NA
RT @redbullracing: Walking off into the sunset... Ì†ºÌº§ See you tomorrow Sochi! Ì†ºÌ∑∑Ì†ºÌ∑∫ #RedBullFamily #RussianGP #F1 #–ì—Ä–∞–Ω–ü—Ä–∏–†–æ—Å—Å–∏–∏ https://t.co/di‚Ä¶,FALSE,0,NA,2017-04-29T18:51:22Z,FALSE,NA,858393286914043905,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nath62mayeux,55,TRUE,FALSE,NA,NA
RT @TheKBuddy: All the best to #Seb5 and #Kimi7 for the #RussianGP. @ScuderiaFerrari is well poised for a 1-2 finish tomorrow. #ForzaFerrari,FALSE,0,NA,2017-04-29T18:51:21Z,FALSE,NA,858393281272487936,NA,"<a href=""http://somethingfornow.com"" rel=""nofollow"">ScuderiaFerrariF1</a>",joecaputo,1,TRUE,FALSE,NA,NA
All the best to #Seb5 and #Kimi7 for the #RussianGP. @ScuderiaFerrari is well poised for a 1-2 finish tomorrow. #ForzaFerrari,FALSE,0,NA,2017-04-29T18:51:20Z,FALSE,NA,858393279708004352,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheKBuddy,1,FALSE,FALSE,NA,NA
RT @ScuderiaFerrari: Russian Grand Prix - ‚ÄúThe car was phenomenal‚Äù. #RussianGP #ForzaFerrari https://t.co/Zm6ZZXb8Mb,FALSE,0,NA,2017-04-29T18:51:15Z,FALSE,NA,858393259151962121,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Carlomrtz,246,TRUE,FALSE,NA,NA
"RT @sebvettelnews: The finger is back AGAIN! ‚òùÔ∏è 

#RussianGP Ì†ºÌ∑∑Ì†ºÌ∑∫ #F1 #Vettel #Seb5 https://t.co/Mp3cWtLcwm",FALSE,0,NA,2017-04-29T18:51:13Z,FALSE,NA,858393251254087680,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",fatihsefer9,200,TRUE,FALSE,NA,NA
"RT @pirellisport: Enjoy the weekend of #Fit4F1 speed!
#RussianGP https://t.co/PeUoFtd6EV https://t.co/tS4wtDaHt3",FALSE,0,NA,2017-04-29T18:51:12Z,FALSE,NA,858393243175845888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",classymkh,5,TRUE,FALSE,NA,NA
